Source,Target,Type,Id,Label,timeset,Weight,source_airport,dest_airport,codeshare,stops,equipment,airline,airline_name,airline_alias,airline_iata,airline_icao,airline_callsign,airline_country,airline_active,background_map_edge
2965,2990,Directed,67663,,,1,AER,KZN,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2966,2990,Directed,67664,,,1,ASF,KZN,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2966,2962,Directed,67665,,,1,ASF,MRV,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2968,2990,Directed,67666,,,1,CEK,KZN,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2968,4078,Directed,67667,,,2,CEK,OVB,,0,A81,2G,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,N,
4029,2990,Directed,67668,,,4,DME,KZN,,0,735,UN,Transaero Airlines,\N,UN,TSO,TRANSOVIET,Russia,Y,
4029,6969,Directed,67669,,,1,DME,NBC,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
4029,6160,Directed,67671,,,1,DME,UUA,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6156,2952,Directed,67672,,,1,EGO,KGD,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6156,2990,Directed,67673,,,1,EGO,KZN,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2922,6969,Directed,67674,,,1,GYD,NBC,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2952,6156,Directed,67675,,,1,KGD,EGO,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2990,2965,Directed,67676,,,1,KZN,AER,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2990,2966,Directed,67677,,,1,KZN,ASF,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2990,2968,Directed,67678,,,1,KZN,CEK,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2990,4029,Directed,67679,,,4,KZN,DME,,0,735,UN,Transaero Airlines,\N,UN,TSO,TRANSOVIET,Russia,Y,
2990,6156,Directed,67680,,,1,KZN,EGO,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2990,2948,Directed,67681,,,3,KZN,LED,,0,A81,SU,Aeroflot Russian Airlines,\N,SU,AFL,AEROFLOT,Russia,Y,
2990,2975,Directed,67682,,,1,KZN,SVX,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2948,2990,Directed,67683,,,3,LED,KZN,,0,A81,SU,Aeroflot Russian Airlines,\N,SU,AFL,AEROFLOT,Russia,Y,
2948,6969,Directed,67684,,,1,LED,NBC,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2948,6160,Directed,67685,,,1,LED,UUA,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2962,2966,Directed,67686,,,1,MRV,ASF,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6969,4029,Directed,67687,,,1,NBC,DME,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6969,2922,Directed,67688,,,1,NBC,GYD,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6969,2948,Directed,67689,,,1,NBC,LED,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6969,2975,Directed,67690,,,1,NBC,SVX,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2972,2975,Directed,67691,,,2,NJC,SVX,,0,AT7,UR,UTair-Express,\N,UR,\N,AEROCONDOR,Russia,Y,
2972,6160,Directed,67692,,,2,NJC,UUA,,0,CR2,IOS,Isles of Scilly Skybus,\N,2B,IOS,SCILLONIA,United Kingdom,N,
4364,2975,Directed,67693,,,2,NUX,SVX,,0,CR2,7R,BRA-Transportes Aereos,\N,7R,BRB,BRA-TRANSPAEREOS,Brazil,N,
4078,2968,Directed,67694,,,2,OVB,CEK,,0,A81,2G,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,N,
4078,2975,Directed,67695,,,5,OVB,SVX,,0,CR2,YC,Ciel Canadien,\N,YC,YCC,Ciel,Canada,Y,
2975,2990,Directed,67696,,,1,SVX,KZN,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2975,6969,Directed,67697,,,1,SVX,NBC,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
2975,2972,Directed,67698,,,2,SVX,NJC,,0,AT7,UR,UTair-Express,\N,UR,\N,AEROCONDOR,Russia,Y,
2975,4364,Directed,67699,,,2,SVX,NUX,,0,CR2,7R,BRA-Transportes Aereos,\N,7R,BRB,BRA-TRANSPAEREOS,Brazil,N,
2975,4078,Directed,67700,,,5,SVX,OVB,,0,CR2,YC,Ciel Canadien,\N,YC,YCC,Ciel,Canada,Y,
6160,4029,Directed,67702,,,1,UUA,DME,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6160,2948,Directed,67703,,,1,UUA,LED,,0,CR2,2B,Aerocondor,\N,2B,ARD,AEROCONDOR,Portugal,Y,
6160,2972,Directed,67704,,,2,UUA,NJC,,0,CR2,IOS,Isles of Scilly Skybus,\N,2B,IOS,SCILLONIA,United Kingdom,N,
2936,2937,Directed,67705,,,1,BTK,IKT,,0,A81,2G,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,N,
2936,4078,Directed,67706,,,1,BTK,OVB,,0,A81,2G,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,N,
2935,2937,Directed,67708,,,2,HTA,IKT,,0,CR2,IOS,Isles of Scilly Skybus,\N,2G,IOS,SCILLONIA,United Kingdom,N,
2937,2936,Directed,67709,,,1,IKT,BTK,,0,A81,2G,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,N,
2937,2935,Directed,67710,,,2,IKT,HTA,,0,CR2,IOS,Isles of Scilly Skybus,\N,2G,IOS,SCILLONIA,United Kingdom,N,
2937,8944,Directed,67712,,,2,IKT,ODO,,0,AN4,IOS,Isles of Scilly Skybus,\N,2G,IOS,SCILLONIA,United Kingdom,N,
2937,4078,Directed,67713,,,3,IKT,OVB,,0,320 738,S7,S7 Airlines,Sibir Airlines,S7,SBI,SIBERIAN AIRLINES,Russia,Y,
2937,6924,Directed,67714,,,2,IKT,UKX,,0,AN4,IOS,Isles of Scilly Skybus,\N,2G,IOS,SCILLONIA,United Kingdom,N,
2937,9026,Directed,67715,,,3,IKT,ULK,,0,AN4,IOS,Isles of Scilly Skybus,\N,6R,IOS,SCILLONIA,United Kingdom,N,
2937,2923,Directed,67716,,,3,IKT,YKS,,0,738,S7,S7 Airlines,Sibir Airlines,S7,SBI,SIBERIAN AIRLINES,Russia,Y,
2925,4078,Directed,67718,,,2,MJZ,OVB,,0,TU5 738,6R,Alrosa Mirny Air Enterprise,\N,6R,DRU,MIRNY,Russia,Y,
8944,2937,Directed,67719,,,2,ODO,IKT,,0,AN4,IOS,Isles of Scilly Skybus,\N,2G,IOS,SCILLONIA,United Kingdom,N,
4078,2936,Directed,67720,,,1,OVB,BTK,,0,A81,2G,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy,N,
4078,2937,Directed,67722,,,3,OVB,IKT,,0,320 738,S7,S7 Airlines,Sibir Airlines,S7,SBI,SIBERIAN AIRLINES,Russia,Y,
6924,2937,Directed,67723,,,2,UKX,IKT,,0,AN4,IOS,Isles of Scilly Skybus,\N,2G,IOS,SCILLONIA,United Kingdom,N,
9026,2937,Directed,67724,,,3,ULK,IKT,,0,AN4,IOS,Isles of Scilly Skybus,\N,6R,IOS,SCILLONIA,United Kingdom,N,
2923,2937,Directed,67725,,,3,YKS,IKT,,0,738,S7,S7 Airlines,Sibir Airlines,S7,SBI,SIBERIAN AIRLINES,Russia,Y,
2786,2789,Directed,67726,,,2,AYP,LIM,,0,DH8,W4,AeroWorld,Sovet Air,W4,WER,sovet,Russia,Y,
2812,2789,Directed,67727,,,4,CUZ,LIM,Y,0,737,P9,Peruvian Airlines,\N,P9,\N,LAN,Peru,Y,
2812,2808,Directed,67728,,,2,CUZ,PEM,Y,0,319,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
6067,2789,Directed,67729,,,2,HUU,LIM,,0,DH8,W4,AeroWorld,Sovet Air,W4,WER,sovet,Russia,Y,
2801,2781,Directed,67730,,,2,IQT,PCL,,0,737,P9,Peruvian Airlines,,P9,\N,,Peru,Y,
2801,2806,Directed,67731,,,2,IQT,TPP,Y,0,319,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2789,2786,Directed,67732,,,2,LIM,AYP,,0,DH8,W4,AeroWorld,Sovet Air,W4,WER,sovet,Russia,Y,
2789,2812,Directed,67733,,,5,LIM,CUZ,Y,0,737,P9,Peruvian Airlines,\N,P9,\N,LAN,Peru,Y,
2789,6067,Directed,67734,,,2,LIM,HUU,,0,DH8,W4,AeroWorld,Sovet Air,W4,WER,sovet,Russia,Y,
2789,2781,Directed,67735,,,3,LIM,PCL,Y,0,737,P9,Peruvian Airlines,\N,P9,\N,LAN,Peru,Y,
2789,2806,Directed,67736,,,3,LIM,TPP,Y,0,737,P9,Peruvian Airlines,\N,P9,\N,LAN,Peru,Y,
2781,2801,Directed,67737,,,2,PCL,IQT,,0,737,P9,Peruvian Airlines,,P9,\N,,Peru,Y,
2781,2789,Directed,67738,,,3,PCL,LIM,Y,0,737,P9,Peruvian Airlines,\N,P9,\N,LAN,Peru,Y,
2781,2806,Directed,67739,,,1,PCL,TPP,,0,146,2I,Star Peru (2I),,2I,\N,,Peru,Y,
2808,2812,Directed,67740,,,2,PEM,CUZ,Y,0,319,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2806,2801,Directed,67741,,,2,TPP,IQT,Y,0,319,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2806,2789,Directed,67742,,,3,TPP,LIM,Y,0,737,P9,Peruvian Airlines,\N,P9,\N,LAN,Peru,Y,
2806,2781,Directed,67743,,,1,TPP,PCL,,0,146,2I,Star Peru (2I),,2I,\N,,Peru,Y,
253,247,Directed,67744,,,1,ABJ,BOY,,0,CRJ,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
253,246,Directed,67745,,,7,ABJ,OUA,Y,0,333,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
248,246,Directed,67746,,,1,ACC,OUA,,0,CRJ,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
1044,253,Directed,67747,,,3,BKO,ABJ,,0,73G,L6,Mauritania Airlines International,\N,L6,MAI,HAPAG LLOYD,Mauritania,Y,
1044,1084,Directed,67748,,,5,BKO,DKR,Y,0,757,SA,South African Airways,SAA South African Airways,SA,SAA,SPRINGBOK,South Africa,Y,
1044,246,Directed,67749,,,3,BKO,OUA,Y,0,DH8,ET,Ethiopian Airlines,\N,ET,ETH,ETHIOPIAN,Ethiopia,Y,
247,253,Directed,67750,,,1,BOY,ABJ,,0,CRJ,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
247,246,Directed,67751,,,1,BOY,OUA,,0,CRJ,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
245,298,Directed,67752,,,3,COO,LFW,Y,0,E70,HF,Hapagfly,\N,HF,HLF,HAPAG LLOYD,Germany,Y,
245,246,Directed,67753,,,1,COO,OUA,,0,M87,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
1084,1044,Directed,67754,,,5,DKR,BKO,Y,0,763,SA,South African Airways,SAA South African Airways,SA,SAA,SPRINGBOK,South Africa,Y,
1084,246,Directed,67755,,,1,DKR,OUA,,0,M87,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
298,246,Directed,67756,,,2,LFW,OUA,Y,0,DH8 73W,ET,Ethiopian Airlines,\N,ET,ETH,ETHIOPIAN,Ethiopia,Y,
280,246,Directed,67757,,,8,NIM,OUA,Y,0,739,TK,Turkish Airlines,\N,TK,THY,TURKAIR,Turkey,Y,
246,253,Directed,67758,,,7,OUA,ABJ,Y,0,333,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
246,248,Directed,67759,,,1,OUA,ACC,,0,CRJ,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
246,1044,Directed,67760,,,3,OUA,BKO,Y,0,DH8,ET,Ethiopian Airlines,\N,ET,ETH,ETHIOPIAN,Ethiopia,Y,
246,247,Directed,67761,,,1,OUA,BOY,,0,CRJ,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
246,245,Directed,67762,,,1,OUA,COO,,0,M87,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
246,1084,Directed,67763,,,1,OUA,DKR,,0,M87,2J,Air Burkina,\N,2J,VBW,BURKINA,Burkina Faso,Y,
246,298,Directed,67764,,,2,OUA,LFW,Y,0,73W DH8,ET,Ethiopian Airlines,\N,ET,ETH,ETHIOPIAN,Ethiopia,Y,
246,280,Directed,67765,,,7,OUA,NIM,Y,0,330,KL,KLM Royal Dutch Airlines,\N,KL,KLM,KLM,Netherlands,Y,
2709,2673,Directed,67766,,,2,BOG,GYE,Y,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2688,Directed,67767,,,4,BOG,UIO,Y,0,E70,EQ,TAME,\N,EQ,TAE,TAME,Ecuador,Y,
2715,2673,Directed,67768,,,2,CLO,GYE,Y,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2673,2709,Directed,67769,,,2,GYE,BOG,Y,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2673,2715,Directed,67770,,,2,GYE,CLO,Y,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2673,6045,Directed,67771,,,4,GYE,SCY,Y,0,319,XL,Aerolane,\N,XL,LNE,LAN ECUADOR,Ecuador,Y,
2673,2688,Directed,67772,,,5,GYE,UIO,Y,0,319 320,XL,Aerolane,\N,XL,LNE,LAN ECUADOR,Ecuador,Y,
2670,2688,Directed,67773,,,2,OCC,UIO,,0,E90,EQ,TAME,\N,EQ,TAE,TAME,Ecuador,Y,
6045,2673,Directed,67774,,,4,SCY,GYE,Y,0,319,XL,Aerolane,\N,XL,LNE,LAN ECUADOR,Ecuador,Y,
2688,2709,Directed,67775,,,4,UIO,BOG,Y,0,E70,EQ,TAME,\N,EQ,TAE,TAME,Ecuador,Y,
2688,2673,Directed,67776,,,8,UIO,GYE,Y,0,319 320,XL,Aerolane,\N,XL,LNE,LAN ECUADOR,Ecuador,Y,
2688,2670,Directed,67777,,,2,UIO,OCC,,0,E90,EQ,TAME,\N,EQ,TAE,TAME,Ecuador,Y,
1506,1678,Directed,67778,,,3,BDS,ZRH,Y,0,320,IG,Meridiana,\N,IG,ISS,MERAIR,Italy,Y,
1264,1678,Directed,67779,,,1,BOD,ZRH,,0,100,2L,Helvetic Airways,\N,2L,OAW,HELVETIC,Switzerland,Y,
490,1678,Directed,67780,,,1,BRS,ZRH,,0,100,2L,Helvetic Airways,\N,2L,OAW,HELVETIC,Switzerland,Y,
1665,1054,Directed,67781,,,1,GVA,LPA,,0,319,2L,Helvetic Airways,\N,2L,OAW,HELVETIC,Switzerland,Y,
1197,1678,Directed,67782,,,3,LCA,ZRH,Y,0,320,LX,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y,
1054,1678,Directed,67783,,,3,LPA,ZRH,Y,0,320,LX,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y,
4197,1678,Directed,67784,,,3,RMF,ZRH,Y,0,320,LX,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y,
1056,1665,Directed,67785,,,2,TFS,GVA,,0,320,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1678,1506,Directed,67786,,,3,ZRH,BDS,Y,0,320,IG,Meridiana,\N,IG,ISS,MERAIR,Italy,Y,
1678,1264,Directed,67787,,,1,ZRH,BOD,,0,100,2L,Helvetic Airways,\N,2L,OAW,HELVETIC,Switzerland,Y,
1678,490,Directed,67788,,,1,ZRH,BRS,,0,100,2L,Helvetic Airways,\N,2L,OAW,HELVETIC,Switzerland,Y,
1678,1197,Directed,67789,,,3,ZRH,LCA,Y,0,320,LX,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y,
1678,1054,Directed,67790,,,3,ZRH,LPA,Y,0,320,LX,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y,
1678,4197,Directed,67791,,,3,ZRH,RMF,Y,0,320,LX,Swiss International Air Lines,Swiss Airlines,LX,SWR,SWISS,Switzerland,Y,
730,719,Directed,67792,,,2,AJR,LYC,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
737,715,Directed,67793,,,2,ARN,GEV,,1,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
737,709,Directed,67794,,,1,ARN,HAD,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,688,Directed,67795,,,1,ARN,JKG,,0,ATP SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,718,Directed,67796,,,2,ARN,KRF,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
737,5595,Directed,67797,,,1,ARN,KSD,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,719,Directed,67798,,,2,ARN,LYC,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
737,442,Directed,67799,,,1,ARN,MHQ,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,722,Directed,67800,,,1,ARN,OER,,0,ATR,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,448,Directed,67801,,,1,ARN,POR,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,664,Directed,67802,,,1,ARN,TRF,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
737,746,Directed,67803,,,2,ARN,VBY,,0,AT7,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
737,729,Directed,67804,,,2,ARN,VHM,Y,0,SF3,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
737,711,Directed,67805,,,1,ARN,VXO,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
715,737,Directed,67806,,,2,GEV,ARN,,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
715,718,Directed,67807,,,2,GEV,KRF,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
709,737,Directed,67808,,,1,HAD,ARN,,0,SF3 ATP,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
709,688,Directed,67809,,,1,HAD,JKG,,0,ATP SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
709,711,Directed,67810,,,2,HAD,VXO,Y,0,SF3,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
5599,729,Directed,67811,,,2,HMV,VHM,Y,0,SF3,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
688,737,Directed,67812,,,1,JKG,ARN,,0,ATP SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
688,709,Directed,67813,,,1,JKG,HAD,,0,ATP SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
435,448,Directed,67814,,,1,KOK,POR,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
718,737,Directed,67815,,,2,KRF,ARN,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
718,715,Directed,67816,,,2,KRF,GEV,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
5595,737,Directed,67817,,,1,KSD,ARN,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
719,730,Directed,67818,,,2,LYC,AJR,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
719,737,Directed,67819,,,2,LYC,ARN,Y,0,ATP,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
442,737,Directed,67820,,,1,MHQ,ARN,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
442,460,Directed,67821,,,1,MHQ,TKU,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
722,737,Directed,67822,,,1,OER,ARN,,0,ATR,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
644,711,Directed,67823,,,1,OSL,VXO,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
448,737,Directed,67824,,,1,POR,ARN,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
448,435,Directed,67825,,,1,POR,KOK,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
460,442,Directed,67826,,,1,TKU,MHQ,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
664,737,Directed,67827,,,1,TRF,ARN,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
746,737,Directed,67828,,,2,VBY,ARN,,0,AT7,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
729,737,Directed,67829,,,2,VHM,ARN,Y,0,SF3,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
729,5599,Directed,67830,,,2,VHM,HMV,Y,0,SF3,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
711,737,Directed,67831,,,2,VXO,ARN,Y,0,SF3,SK,Scandinavian Airlines System,SAS Scandinavian Airlines,SK,SAS,SCANDINAVIAN,Sweden,Y,
711,644,Directed,67832,,,1,VXO,OSL,,0,SF3,2N,NextJet,\N,2N,NTJ,NEXTJET,Sweden,Y,
3531,7162,Directed,67835,,,1,ADQ,KLN,,0,BNI,2O,Air Salone,\N,2O,,,Sierra Leone,Y,
7162,7161,Directed,67840,,,1,KLN,KYK,,0,BNI,2O,Air Salone,\N,2O,,,Sierra Leone,Y,
6019,2397,Directed,67843,,,2,BSO,MNL,,0,DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
4200,2397,Directed,67844,,,3,BXU,MNL,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2399,2397,Directed,67845,,,3,CBO,MNL,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2400,2397,Directed,67846,,,3,CGY,MNL,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
6024,2397,Directed,67847,,,2,CRM,MNL,,0,DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2425,2397,Directed,67848,,,3,DGT,MNL,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
8076,2397,Directed,67849,,,2,DWC,MNL,,0,330,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2402,2397,Directed,67850,,,3,GES,MNL,Y,0,330,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2430,2397,Directed,67851,,,6,KLO,MNL,,0,320 319,Z2,Zest Air,\N,Z2,\N,PHILIPPINE,Philippines,Y,
4203,2397,Directed,67852,,,3,LGP,MNL,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,6019,Directed,67853,,,2,MNL,BSO,,0,DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,4200,Directed,67854,,,3,MNL,BXU,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2399,Directed,67855,,,3,MNL,CBO,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2400,Directed,67856,,,3,MNL,CGY,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,6024,Directed,67857,,,2,MNL,CRM,,0,DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2425,Directed,67858,,,3,MNL,DGT,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,8076,Directed,67859,,,2,MNL,DWC,,0,330,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2402,Directed,67860,,,3,MNL,GES,Y,0,330,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2430,Directed,67861,,,6,MNL,KLO,,0,320 319,Z2,Zest Air,\N,Z2,\N,PHILIPPINE,Philippines,Y,
2397,4203,Directed,67862,,,3,MNL,LGP,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2426,Directed,67863,,,3,MNL,MPH,,0,DH3,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,4204,Directed,67864,,,3,MNL,OZC,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2433,Directed,67865,,,5,MNL,PPS,,0,320 319,Z2,Zest Air,\N,Z2,\N,PHILIPPINE,Philippines,Y,
2397,6026,Directed,67866,,,3,MNL,RXS,,0,320,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,6016,Directed,67867,,,2,MNL,SUG,,0,DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,6021,Directed,67868,,,3,MNL,TUG,,0,DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
2397,2404,Directed,67869,,,3,MNL,ZAM,,0,320 DH4,PR,Philippine Airlines,\N,PR,PAL,PHILIPPINE,Philippines,Y,
