Id,Label,timeset,airport_id,airport_name,airport_city,airport_country,airport_iata,airport_icao,airport_latitude,airport_longitude,airport_altitude,airport_timezone,airport_dst,airport_tz,airport_type,data_source,background_map_node,lat,lng,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,Clustering Coefficient,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
5841,,,5841,Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.40667,-78.141701,30,-5,U,America/Panama,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2037,0,0.000039,2029,2057,0,0
5842,,,5842,Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,10.42,-83.6095,92,-6,U,America/Costa_Rica,airport,OurAirports,,,,1,1,2,1,1,2,9,0.24433,0.255539,0,0.000284,0.000286,941,0,0.000053,0,19,0,0.002153
5843,,,5843,Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.7687,-83.585602,3,-6,U,America/Costa_Rica,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2038,0,0.000039,2030,2058,0,0
5844,,,5844,Cabo Velas Airport,Nicoya,Costa Rica,\N,MRCV,10.3557,-85.852898,33,-6,U,America/Costa_Rica,airport,OurAirports,,,,2,2,4,4,4,8,9,0.244368,0.255752,0,0.000459,0.000462,941,1,0.00009,0,19,1,0.003493
5845,,,5845,Islita Airport,Nandayure,Costa Rica,PBP,MRIA,9.85611,-85.370796,7,-6,U,America/Costa_Rica,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2039,0,0.000039,2031,2059,0,0
5847,,,5847,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,8.53333,-83.300003,7,-6,U,America/Costa_Rica,airport,OurAirports,,,,2,2,4,4,4,8,9,0.244349,0.255698,0,0.000288,0.00029,941,1,0.00011,0,19,1,0.002335
5848,,,5848,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,9.95705,-84.139801,3287,-6,U,America/Costa_Rica,airport,OurAirports,,,,1,1,2,1,1,2,9,0.238421,0.247533,0,0.000175,0.000176,941,0,0.000049,0,19,0,0.00134
5849,,,5849,(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,\N,MRSR,9.87,-85.48,10,-6,U,America/Costa_Rica,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0.000039,2032,2060,0,0
5850,,,5850,Jérémie Airport,Jeremie,Haiti,JEE,MTJE,18.663099,-74.170303,147,-5,U,America/Port-au-Prince,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2041,0,0.000039,2033,2061,0,0
5851,,,5851,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.933599,-72.848602,9,-5,U,America/Port-au-Prince,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,0.000039,2034,2062,0,0
5852,,,5852,Cayo Coco Airport,Cayo Coco,Cuba,\N,MUOC,22.513201,-78.511002,6,-5,U,America/Havana,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2043,0,0.000039,2035,2063,0,0
5853,,,5853,Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,21.7883,-79.9972,125,-5,U,America/Havana,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0.000039,2036,2064,0,0
5856,,,5856,Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158701,-77.589798,15,-5,U,America/Nassau,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2045,0,0.000039,2037,2065,0,0
5857,,,5857,Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.6294,-75.673797,18,-5,U,America/Nassau,airport,OurAirports,,,,1,1,2,2,2,4,9,0.241339,0.251501,0,0.000283,0.000284,941,0,0.000063,0,19,0,0.002126
5858,,,5858,New Bight Airport,Cat Island,Bahamas,TBI,MYCB,24.3153,-75.452301,5,-5,U,America/Nassau,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0.000039,2038,2066,0,0
5859,,,5859,Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.7456,-74.182404,5,-5,U,America/Nassau,airport,OurAirports,,,,2,2,4,2,2,4,9,0.241358,0.25166,0,0.000287,0.000289,941,1,0.000089,0,19,1,0.002308
5860,,,5860,Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.083,-77.300003,0,-5,U,America/Nassau,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2047,0,0.000039,2039,2067,0,0
5861,,,5861,Enua Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.9678,-158.119003,36,-10,U,Pacific/Rarotonga,airport,OurAirports,,,,2,1,3,2,1,3,9,0.227834,0.235362,0,0.000023,0.000023,1793,1,0.000097,0,19,1,0.000534
5862,,,5862,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-21.895987,-157.906662,45,-10,U,Pacific/Rarotonga,airport,OurAirports,,,,1,1,2,1,1,2,9,0.227834,0.235362,0,0.000023,0.000023,1793,0,0.000069,0,19,0,0.000374
5863,,,5863,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10.3767,-161.001999,0,-10,U,Pacific/Rarotonga,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2048,0,0.000039,2040,2068,0,0
5864,,,5864,Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-20.136101,-157.345001,26,-10,U,Pacific/Rarotonga,airport,OurAirports,,,,1,1,2,1,1,2,9,0.227834,0.235362,0,0.000023,0.000023,1793,0,0.000069,0,19,0,0.000374
5865,,,5865,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-19.842501,-157.703003,25,-10,U,Pacific/Rarotonga,airport,OurAirports,,,,1,1,2,1,1,2,9,0.227834,0.235362,0,0.000023,0.000023,1793,0,0.000069,0,19,0,0.000374
5866,,,5866,Tongareva Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-9.01437,-158.03241,8,-10,U,Pacific/Rarotonga,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2049,0,0.000039,2041,2069,0,0
5867,,,5867,Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.743299,-179.341995,13,12,U,Pacific/Fiji,airport,OurAirports,,,,1,1,2,1,1,2,10,0.206549,0.214024,0,0.000007,0.000005,1793,0,0.000075,0,19,0,0.000301
5868,,,5868,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.777901,177.197006,10,12,U,Pacific/Fiji,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,0.000039,2042,2070,0,0
5869,,,5869,Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.0581,178.156998,6,12,U,Pacific/Fiji,airport,OurAirports,,,,2,2,4,2,2,4,9,0.236069,0.245659,0,0.000067,0.000064,1793,1,0.000093,0,19,1,0.001075
5870,,,5870,Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.6731,177.098007,0,12,U,Pacific/Fiji,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2051,0,0.000039,2043,2071,0,0
5871,,,5871,Moala Airport,Moala,Fiji,MFJ,NFMO,-18.5667,179.951004,13,12,U,Pacific/Fiji,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2052,0,0.000039,2044,2072,0,0
5872,,,5872,Ngau Airport,Ngau,Fiji,NGI,NFNG,-18.115601,179.339996,50,12,U,Pacific/Fiji,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2053,0,0.000039,2045,2073,0,0
5873,,,5873,Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.1992,-178.817001,280,12,U,Pacific/Fiji,airport,OurAirports,,,,1,1,2,1,1,2,10,0.206549,0.214024,0,0.000007,0.000005,1793,0,0.000075,0,19,0,0.000301
5874,,,5874,Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.4667,179.339996,44,12,U,Pacific/Fiji,airport,OurAirports,,,,2,2,4,2,2,4,9,0.236069,0.245659,0,0.000067,0.000064,1793,1,0.000093,0,19,1,0.001075
5875,,,5875,Matei Airport,Matei,Fiji,TVU,NFNM,-16.690599,-179.876999,60,12,U,Pacific/Fiji,airport,OurAirports,,,,3,3,6,3,3,6,9,0.236087,0.245819,0,0.000068,0.000065,1793,1,0.00013,0,19,1,0.00125
5876,,,5876,Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458,179.421997,358,12,U,Pacific/Fiji,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0.000039,2046,2074,0,0
5877,,,5877,Rotuma Airport,Rotuma,Fiji,RTA,NFNR,-12.4825,177.070999,22,12,U,Pacific/Fiji,airport,OurAirports,,,,1,1,2,1,1,2,9,0.23598,0.245287,0,0.00006,0.000059,1793,0,0.000057,0,19,0,0.000774
5878,,,5878,Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.802799,179.341003,17,12,U,Pacific/Fiji,airport,OurAirports,,,,3,3,6,3,3,6,9,0.236087,0.245819,0,0.000068,0.000065,1793,1,0.00013,0,19,1,0.00125
5879,,,5879,Kaufana Airport,Eua Island,Tonga,EUA,NFTE,-21.3783,-174.957993,325,13,U,Pacific/Tongatapu,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2055,0,0.000039,2047,2075,0,0
5880,,,5880,Lifuka Island Airport,Lifuka,Tonga,HPA,NFTL,-19.777,-174.341003,31,13,U,Pacific/Tongatapu,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2056,0,0.000039,2048,2076,0,0
5881,,,5881,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO,NFTO,-15.5708,-175.632996,160,13,U,Pacific/Tongatapu,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2057,0,0.000039,2049,2077,0,0
5882,,,5882,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,-15.977297,-173.791089,30,13,U,Pacific/Tongatapu,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2058,0,0.000039,2050,2078,0,0
5883,,,5883,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,-17.268999,-178.975998,76,12,U,Pacific/Fiji,airport,OurAirports,,,,1,1,2,1,1,2,10,0.206549,0.214024,0,0.000007,0.000005,1793,0,0.000075,0,19,0,0.000301
5884,,,5884,Niue International Airport,Alofi,Niue,IUE,NIUE,-19.079031,-169.925598,209,-11,U,Pacific/Niue,airport,OurAirports,,,,0,1,1,0,1,1,9,0.24437,0.255264,0,0,0.000152,1793,0,0.000039,0,2079,0,0.001611
5885,,,5885,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,NLWF,-14.3114,-178.065994,20,12,U,Pacific/Wallis,airport,OurAirports,,,,1,1,2,1,1,2,10,0.191415,0.196568,0,0.000001,0.000001,1793,0,0.000081,0,19,0,0.000176
5887,,,5887,Maota Airport,Savaii Island,Samoa,MXS,NSMA,-13.7423,-172.257996,0,13,U,Pacific/Apia,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2059,0,0.000039,2051,2080,0,0
5888,,,5888,Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.414993,8,-10,U,Pacific/Tahiti,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0.000039,2052,2081,0,0
5889,,,5889,Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.4281,-146.257004,11,-10,U,Pacific/Tahiti,airport,OurAirports,,,,3,2,5,3,2,5,9,0.230007,0.238361,1,0.000039,0.000038,1793,0.666667,0.000166,0,19,0.666667,0.000963
5890,,,5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.76879,-139.011002,1481,-9.5,U,Pacific/Marquesas,airport,OurAirports,,,,4,4,8,4,4,8,9,0.230075,0.238786,6267,0.000038,0.000038,1793,0.666667,0.000226,0,19,0.666667,0.001128
5891,,,5891,Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.35167,-140.078003,16,-9.5,U,Pacific/Marquesas,airport,OurAirports,,,,3,3,6,3,3,6,10,0.187075,0.191914,0,0.000001,0.000001,1793,1,0.000189,0,19,1,0.000524
5892,,,5892,Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-8.93611,-139.552002,160,-9.5,U,Pacific/Marquesas,airport,OurAirports,,,,3,3,6,3,3,6,10,0.187075,0.191914,0,0.000001,0.000001,1793,1,0.000189,0,19,1,0.000524
5893,,,5893,Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA,-13.666,167.712006,63,11,U,Pacific/Efate,airport,OurAirports,,,,3,3,6,3,3,6,11,0.165873,0.170157,0.666667,0,0,1793,0.666667,0.000222,0,19,0.666667,0.000495
5894,,,5894,Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.8517,167.537003,7,11,U,Pacific/Efate,airport,OurAirports,,,,3,3,6,3,3,6,10,0.198808,0.205774,6267,0.000002,0.000002,1793,0.333333,0.000211,0,19,0.333333,0.000574
5895,,,5895,Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD,-13.328,166.638,75,11,U,Pacific/Efate,airport,OurAirports,,,,3,3,6,3,3,6,11,0.165873,0.170157,0.666667,0,0,1793,0.666667,0.000222,0,19,0.666667,0.000495
5896,,,5896,Siwo Airport,Sangafa,Vanuatu,EAE,NVSE,-17.0903,168.343002,7,11,U,Pacific/Efate,airport,OurAirports,,,,1,1,2,1,1,2,10,0.207643,0.216078,0,0.000009,0.000009,1793,0,0.000073,0,19,0,0.000403
5897,,,5897,Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,-16.264999,167.923996,69,11,U,Pacific/Efate,airport,OurAirports,,,,4,3,7,4,3,7,11,0.17212,0.177563,1572.766667,0.00001,0,1793,0.5,0.000222,0,19,0.416667,0.000918
5898,,,5898,Longana Airport,Longana,Vanuatu,LOD,NVSG,-15.3067,167.966995,167,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,10,0.19877,0.205508,0,0.000002,0.000002,1793,1,0.000136,0,19,1,0.000416
5899,,,5899,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708,168.151993,493,11,U,Pacific/Efate,airport,OurAirports,,,,1,1,2,1,1,2,10,0.198757,0.205348,0,0.000002,0.000002,1793,0,0.000086,0,19,0,0.000245
5900,,,5900,Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI,-16.438999,168.257004,160,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,10,0.207671,0.216291,1565.233333,0.00001,0.000009,1793,1,0.000116,0,19,0.5,0.000571
5901,,,5901,Lamap Airport,Lamap,Vanuatu,LPM,NVSL,-16.461123,167.829253,7,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,10,0.207657,0.216238,0,0.00001,0.000009,1793,1,0.000121,0,19,1,0.000589
5902,,,5902,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,-16.5842,168.158997,7,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,10,0.207671,0.216291,978.659054,0.000009,0.000009,1793,1,0.000136,0,19,0.5,0.00058
5903,,,5903,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,NVSN,-15,168.082993,509,11,U,Pacific/Efate,airport,OurAirports,,,,1,1,2,1,1,2,10,0.198757,0.205348,0,0.000002,0.000002,1793,0,0.000086,0,19,0,0.000245
5904,,,5904,Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO,-15.8656,168.171997,43,11,U,Pacific/Efate,airport,OurAirports,,,,3,3,6,3,3,6,10,0.207781,0.21677,151.627098,0.000012,0.000011,1793,0.666667,0.000177,0,19,0.666667,0.000806
5905,,,5905,Norsup Airport,Norsup,Vanuatu,NUS,NVSP,-16.0797,167.401001,23,11,U,Pacific/Efate,airport,OurAirports,,,,5,5,10,5,5,10,10,0.207822,0.217142,1200.881892,0.000012,0.000012,1793,0.4,0.000285,0,19,0.35,0.001148
5906,,,5906,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ,-14.2181,167.587006,100,11,U,Pacific/Efate,airport,OurAirports,,,,3,3,6,3,3,6,10,0.198808,0.205774,6267,0.000002,0.000002,1793,0.333333,0.000211,0,19,0.333333,0.000574
5907,,,5907,Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR,-15.472,167.835007,36,11,U,Pacific/Efate,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2061,0,0.000039,2053,2082,0,0
5908,,,5908,Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.505,167.220001,184,11,U,Pacific/Efate,airport,OurAirports,,,,10,10,20,11,11,22,9,0.248042,0.261709,52249.62376,0.000145,0.000159,1793,0.088889,0.000597,0,19,0.088889,0.003391
5909,,,5909,Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST,-16.8911,168.550995,443,11,U,Pacific/Efate,airport,OurAirports,,,,1,1,2,1,1,2,10,0.207643,0.216078,0,0.000009,0.000009,1793,0,0.000073,0,19,0,0.000403
5910,,,5910,Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU,-16.3297,168.3011,170,11,U,Pacific/Efate,airport,OurAirports,,,,2,3,5,2,3,5,10,0.207685,0.216451,980.159054,0,0.00001,1793,0.666667,0.000151,0,19,0.5,0.00074
5911,,,5911,Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV,-16.796101,168.177002,10,11,U,Pacific/Efate,airport,OurAirports,,,,1,1,2,1,1,2,10,0.207643,0.216078,0,0.000009,0.000009,1793,0,0.000073,0,19,0,0.000403
5912,,,5912,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,-16.4864,167.4472,68,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,10,0.207657,0.216238,0,0.00001,0.000009,1793,1,0.000121,0,19,1,0.000589
5913,,,5913,North West Santo Airport,Olpoi,Vanuatu,\N,NVSZ,-14.8817,166.557999,50,11,U,Pacific/Efate,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2062,0,0.000039,2054,2083,0,0
5914,,,5914,Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA,-20.249201,169.770996,7,11,U,Pacific/Efate,airport,OurAirports,,,,1,1,2,1,1,2,11,0.172016,0.176946,0,0,0,1793,0,0.000101,0,19,0,0.000183
5915,,,5915,Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,-19.2346,169.6009,69,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,11,0.172026,0.177106,0,0,0,1793,1,0.000175,0,19,1,0.00034
5916,,,5916,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD,-18.7694,169.001007,630,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,10,0.207657,0.216238,0,0.00001,0.000009,1793,1,0.000126,0,19,1,0.000572
5917,,,5917,Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF,-19.516399,170.231995,95,11,U,Pacific/Efate,airport,OurAirports,,,,2,2,4,2,2,4,11,0.172026,0.177106,0,0,0,1793,1,0.000175,0,19,1,0.00034
5918,,,5918,Ipota Airport,Ipota,Vanuatu,IPA,NVVI,-18.856389,169.283333,23,11,U,Pacific/Efate,airport,OurAirports,,,,3,3,6,3,3,6,10,0.207712,0.216557,4,0.00001,0.00001,1793,0.666667,0.000187,0,19,0.666667,0.000747
5919,,,5919,Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.0961,167.804001,128,11,U,Pacific/Noumea,airport,OurAirports,,,,2,2,4,2,2,4,3,0.529412,0.592593,0,0,0,1005,1,0.000236,998,1019,1,0.000373
5920,,,5920,Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,-19.7206,163.660995,306,11,U,Pacific/Noumea,airport,OurAirports,,,,1,2,3,1,2,3,2,0.5625,0.611111,0,0,0,1005,1,0.00012,998,1019,1,0.000366
5921,,,5921,Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,-22.5889,167.455994,315,11,U,Pacific/Noumea,airport,OurAirports,,,,1,1,2,1,1,2,3,0.5,0.537037,0,0,0,1005,0,0.000139,998,1019,0,0.000208
5922,,,5922,Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ,37.121101,70.518097,3872,4.5,U,Asia/Kabul,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2063,0,0.000039,2055,2084,0,0
5924,,,5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,\N,OEDW,24.5,44.400002,3429,3,U,Asia/Riyadh,airport,OurAirports,,,,2,2,4,2,2,4,8,0.264356,0.278687,0,0.001193,0.001174,1034,1,0.000057,0,19,1,0.008217
5925,,,5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.785101,40.099998,2261,3,U,Asia/Riyadh,airport,OurAirports,,,,2,2,4,2,2,4,8,0.264356,0.278687,0,0.001193,0.001174,1034,1,0.000057,0,19,1,0.008217
5926,,,5926,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD,20.504299,45.1996,2062,3,U,Asia/Riyadh,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2064,0,0.000039,2056,2085,0,0
5927,,,5927,Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK,33.435398,48.282902,3782,3.5,E,Asia/Tehran,airport,OurAirports,,,,1,1,2,1,1,2,10,0.188549,0.195925,0,0.000012,0.000018,1034,0,0.000059,0,19,0,0.000551
5928,,,5928,Bam Airport,Bam,Iran,BXR,OIKM,29.0842,58.450001,3231,3.5,E,Asia/Tehran,airport,OurAirports,,,,1,1,2,1,1,2,10,0.188549,0.195925,0,0.000012,0.000018,1034,0,0.000059,0,19,0,0.000551
5929,,,5929,Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR,30.297701,56.051102,5298,3.5,E,Asia/Tehran,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2065,0,0.000039,2057,2086,0,0
5930,,,5930,Bojnord Airport,Bojnourd,Iran,BJB,OIMN,37.493,57.308201,3499,3.5,E,Asia/Tehran,airport,OurAirports,,,,1,1,2,1,1,2,10,0.188549,0.195925,0,0.000012,0.000018,1034,0,0.000059,0,19,0,0.000551
5931,,,5931,Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,36.168098,57.5952,3010,3.5,E,Asia/Tehran,airport,OurAirports,,,,1,1,2,1,1,2,10,0.188549,0.195925,0,0.000012,0.000018,1034,0,0.000059,0,19,0,0.000551
5932,,,5932,Noshahr Airport,Noshahr,Iran,NSH,OINN,36.6633,51.464699,-61,3.5,E,Asia/Tehran,airport,OurAirports,,,,2,2,4,2,2,4,9,0.229217,0.239948,0,0.000108,0.000117,1034,1,0.000073,0,19,1,0.001602
5933,,,5933,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,36.635799,53.1936,35,3.5,E,Asia/Tehran,airport,OurAirports,,,,4,4,8,6,6,12,9,0.229167,0.239922,0,0.000235,0.000251,1034,1,0.000124,0,19,1,0.002826
5934,,,5934,Lar Airport,Lar,Iran,LRR,OISL,27.6747,54.383301,2641,3.5,E,Asia/Tehran,airport,OurAirports,,,,5,5,10,5,5,10,8,0.28894,0.306255,1888.521418,0.002275,0.002256,1034,0.6,0.000099,0,19,0.6,0.015989
5935,,,5935,Ardabil Airport,Ardabil,Iran,ADU,OITL,38.325699,48.4244,4315,3.5,E,Asia/Tehran,airport,OurAirports,,,,2,2,4,3,3,6,9,0.229217,0.239948,0,0.000108,0.000117,1034,1,0.000094,0,19,1,0.001602
5936,,,5936,Urmia Airport,Uromiyeh,Iran,OMH,OITR,37.668098,45.068699,4343,3.5,E,Asia/Tehran,airport,OurAirports,,,,2,2,4,3,3,6,9,0.231434,0.242785,0,0.000663,0.000228,1034,1,0.000088,0,19,0.666667,0.006718
5937,,,5937,Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,24.2617,55.6092,869,4,U,Asia/Dubai,airport,OurAirports,,,,2,2,4,2,2,4,9,0.229318,0.239165,0.590278,0.000189,0.000184,1034,0,0.000059,0,19,0,0.001665
5938,,,5938,Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.527901,1325,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2066,0,0.000039,2058,2087,0,0
5939,,,5939,Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.348101,71.718002,392,5,N,Asia/Karachi,airport,OurAirports,,,,4,3,7,6,5,11,8,0.253313,0.266007,0,0.000884,0.000904,1034,1,0.000105,0,19,1,0.006697
5940,,,5940,Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.8866,71.800598,4920,5,N,Asia/Karachi,airport,OurAirports,,,,2,2,4,2,2,4,8,0.2506,0.262185,0,0.00045,0.000444,1034,1,0.00006,0,19,1,0.003203
5941,,,5941,Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,28.8783,64.399803,2800,5,N,Asia/Karachi,airport,OurAirports,,,,1,1,2,1,1,2,8,0.245747,0.25653,0,0.000014,0.000225,1034,1,0.000054,0,19,1,0.002001
5942,,,5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,29.961,70.485901,492,5,N,Asia/Karachi,airport,OurAirports,,,,3,2,5,3,2,5,8,0.250519,0.264313,0,0.000789,0.000487,1034,1,0.000069,0,19,1,0.00635
5943,,,5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,31.909401,70.896599,594,5,N,Asia/Karachi,airport,OurAirports,,,,2,2,4,2,2,4,9,0.228382,0.237633,298.045561,0.000094,0.000095,1034,0,0.000088,0,19,0,0.000987
5944,,,5944,Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,25.067801,61.805401,186,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2067,0,0.000039,2059,2088,0,0
5945,,,5945,Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,25.3181,68.366096,130,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2068,0,0.000039,2060,2089,0,0
5946,,,5946,Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,27.7906,66.647301,4012,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2069,0,0.000039,2061,2090,0,0
5947,,,5947,Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,25.2747,64.585999,10,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2070,0,0.000039,2062,2091,0,0
5948,,,5948,Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,33.9021,70.071602,5800,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2071,0,0.000039,2063,2092,0,0
5949,,,5949,Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.335499,75.536003,7316,5,N,Asia/Karachi,airport,OurAirports,,,,1,1,2,1,1,2,8,0.249106,0.260425,0,0.000356,0.00035,1034,0,0.000049,0,19,0,0.002375
